"","PROBEID","SYMBOL","ENTREZID","GENENAME","logFC","AveExpr","t","P.Value","adj.P.Val","B"
"13","1552349_a_at","PRSS33","260429","serine protease 33",-0.0700586161871528,3.52772254829511,-0.238178693089235,0.81451731354208,0.999162716165775,-4.63916684131265
"14","1552370_at","C4orf33","132321","chromosome 4 open reading frame 33",-0.0820748659320696,6.56408586208497,-0.271720282377749,0.789026208247065,0.999162716165775,-4.63836610794825
"15","1552395_at","TSSK3","81629","testis specific serine kinase 3",0.223287558957631,6.54523180543142,0.743395978555377,0.467135350164281,0.999162716165775,-4.61653986248614
"16","1552417_a_at","NEDD1","121441","NEDD1 gamma-tubulin ring complex targeting factor",0.319166332733483,4.14465467130778,0.764619762807143,0.454716200871949,0.999162716165775,-4.61512042779501
"17","1552463_at","SERPINB11","89778","serpin family B member 11 (gene/pseudogene)",0.204630935666182,3.41264968709412,0.666714283273149,0.513675636387925,0.999162716165775,-4.6213712585936
"18","1552472_a_at","ACAP2","23527","ArfGAP with coiled-coil, ankyrin repeat and PH domains 2",-0.129106949690066,5.85950108777615,-0.385961118844448,0.704191356637648,0.999162716165775,-4.63486604514566
"19","1552486_s_at","LACTB","114294","lactamase beta",0.179790156838492,5.17891008321179,0.499557288166654,0.623627906677575,0.999162716165775,-4.63022455052533
"20","1552502_s_at","RHBDL2","54933","rhomboid like 2",-0.197271731663916,6.16238579061278,-0.593737168655166,0.560307690961165,0.999162716165775,-4.625525430254
"21","1552504_a_at","BRSK1","84446","BR serine/threonine kinase 1",-0.0452093932666937,6.03163338006375,-0.156069230629664,0.877770045700173,0.999162716165775,-4.64068653547273
"22","1552516_a_at","HIPK1","204851","homeodomain interacting protein kinase 1",0.305101954783005,5.67466779916132,0.685593696781438,0.501978187670683,0.999162716165775,-4.62022547470706
"23","1552519_at","ACVR1C","130399","activin A receptor type 1C",1.27013351931382,5.57511083676639,2.58571671225457,0.0189671389817959,0.999162716165775,-4.41104411705924
"24","1552544_at","SERPINA12","145264","serpin family A member 12",-0.144840322514403,9.25926783696758,-0.450307073433964,0.658034327961875,0.999162716165775,-4.6323768307957
"25","1552552_s_at","CLEC4C","170482","C-type lectin domain family 4 member C",0.31426931463063,2.96366871221799,1.07170006130858,0.298456019532256,0.999162716165775,-4.5908796735869
"26","1552553_a_at","NLRC4","58484","NLR family CARD domain containing 4",0.174798987367867,3.54745215714263,0.649847266732139,0.524255524938967,0.999162716165775,-4.62237039821384
"27","1552611_a_at","JAK1","3716","Janus kinase 1",0.131847060532169,6.11871702333246,0.343259185819121,0.735504900199601,0.999162716165775,-4.63631316462779
"28","1552613_s_at","CDC42SE2","56990","CDC42 small effector 2",0.057992665798726,4.51923872171566,0.187108922330544,0.853733837408389,0.999162716165775,-4.64018587209076
"29","1552616_a_at","ACACB","32","acetyl-CoA carboxylase beta",-0.110955285524168,5.19933305808174,-0.405212226946435,0.690246890554643,0.999162716165775,-4.6341600020811
"30","1552619_a_at","ANLN","54443","anillin actin binding protein",0.275986188472384,5.76548427123348,0.844427249991149,0.409860597839105,0.999162716165775,-4.60947350247807
"31","1552620_at","SPRR4","163778","small proline rich protein 4",-0.150793207488547,11.3587867221061,-0.312922659496522,0.758048990987977,0.999162716165775,-4.63724083554726
"32","1552625_a_at","TRNT1","51095","tRNA nucleotidyl transferase 1",0.35825026196797,6.17499675643085,1.08359134193266,0.293294028346134,0.999162716165775,-4.58981134466137
"33","1552627_a_at","ARHGAP5","394","Rho GTPase activating protein 5",0.0511805892396362,4.57031151981125,0.0958366701883956,0.924742485993895,0.999162716165775,-4.64140068949028
"34","1552632_a_at","ARSG","22901","arylsulfatase G",-0.258742259298694,5.07254643784843,-0.943808954615001,0.358154540314978,0.999162716165775,-4.60178337123576
"35","1552643_at","ZNF626","199777","zinc finger protein 626",-0.132501787907898,6.10063289976415,-0.450124203525935,0.658163626558144,0.999162716165775,-4.63238442574168
"36","1552660_a_at","C5orf22","55322","chromosome 5 open reading frame 22",-0.120953310910317,4.94967141708696,-0.322410569153896,0.750972995441174,0.999162716165775,-4.63695970758435
"37","1552662_a_at","PCDHGB7","56099","protocadherin gamma subfamily B, 7",-0.165326448615536,4.46083766433221,-0.60574095226071,0.552486099502103,0.999162716165775,-4.6248724695283
"38","1552669_at","PPP1R3B","79660","protein phosphatase 1 regulatory subunit 3B",0.0271384162828561,3.34574243899603,0.097576623964155,0.923380691631063,0.999162716165775,-4.64138483695392
"39","1552677_a_at","DIP2A","23181","disco interacting protein 2 homolog A",0.0327629612345648,4.55757940647212,0.0955963730012199,0.92493057624411,0.999162716165775,-4.64140285644286
"40","1552685_a_at","GRHL1","29841","grainyhead like transcription factor 1",-0.0388350390255905,8.63606758050908,-0.10515911736437,0.917449076339121,0.999162716165775,-4.64131243128854
"41","1552689_at","CASKIN1","57524","CASK interacting protein 1",0.0032609079474426,5.41565281371265,0.0116957406894371,0.990801060533887,0.999162716165775,-4.64182711632957
"42","1552701_a_at","CARD16","114769","caspase recruitment domain family member 16",-0.014915161183918,6.29500946276476,-0.0471398441049868,0.962937167302401,0.999162716165775,-4.64172879506829
"43","1552733_at","KLHDC1","122773","kelch domain containing 1",0.366463350415189,6.92280602140067,1.26208673828761,0.223528610485457,0.999162716165775,-4.5727490389503
"44","1552755_at","DOCK8-AS1","157983","DOCK8 antisense RNA 1",-0.0480937945012787,3.96467137102563,-0.158565952916223,0.875831783677219,0.999162716165775,-4.64064959345793
"45","1552767_a_at","HS6ST2","90161","heparan sulfate 6-O-sulfotransferase 2",0.494805375916355,3.33864881667833,1.72007809778017,0.103105339840693,0.999162716165775,-4.52177027757699
"46","1552775_at","GPRC6A","222545","G protein-coupled receptor class C group 6 member A",0.233614936107326,4.01918465322232,0.783330215262915,0.443937256494871,0.999162716165775,-4.61384009476782
"47","1552787_at","HELB","92797","DNA helicase B",0.0325876079371517,3.10731296462507,0.11598743394664,0.908987074650727,0.999162716165775,-4.6411996653715
"48","1552798_a_at","TLR4","7099","toll like receptor 4",0.0674114364063092,4.74907076383046,0.187523598536344,0.853413666492245,0.999162716165775,-4.64017857471371
"49","1552836_at","ZNF619","285267","zinc finger protein 619",-0.127025762602811,4.81812284889494,-0.390994444249898,0.700534776820189,0.999162716165775,-4.63468465157325
"50","1552848_a_at","PTCHD1","139411","patched domain containing 1",0.052552287039628,3.38992997089598,0.177594003383471,0.861087382361637,0.999162716165775,-4.64034890774796
"51","1552870_s_at","AXDND1","126859","axonemal dynein light chain domain containing 1",-0.0347349162943864,4.81503356864698,-0.100326076120889,0.921229301748684,0.999162716165775,-4.64135920677256
"52","1552914_a_at","CD276","80381","CD276 molecule",-0.27742891183548,4.19225208450033,-0.96451374675811,0.347967794545278,0.999162716165775,-4.60009300086476
"53","1552919_at","C4orf36","132989","chromosome 4 open reading frame 36",0.00722809921765366,3.33527852666222,0.0209191469400003,0.983547534843038,0.999162716165775,-4.6418129318622
"54","1552921_a_at","FIGNL1","63979","fidgetin like 1",0.136151597012082,5.09344718933372,0.424379148465768,0.676476126324773,0.999162716165775,-4.63342415653679
"55","1552927_at","TAB3","257397","TGF-beta activated kinase 1 (MAP3K7) binding protein 3",-0.129829687138741,3.19946137062825,-0.451133706669414,0.657449993890783,0.999162716165775,-4.63234246229905
"56","1552967_at","CBLL2","158506","Cbl proto-oncogene like 2",0.172418761367468,3.25323072403369,0.55943666071691,0.582974829466849,0.999162716165775,-4.62732443161145
"57","1552978_a_at","SCAMP1","9522","secretory carrier membrane protein 1",0.14522693608667,6.74189419399815,0.285907747648281,0.778315615017347,0.999162716165775,-4.63799621425306
"58","1553016_at","ADGRF3","165082","adhesion G protein-coupled receptor F3",0.0638085211047965,4.0806083993097,0.203410551825382,0.841167675014183,0.999162716165775,-4.63988693588561
"59","1553021_s_at","BICD2","23299","BICD cargo adaptor 2",0.122686381129829,5.51420093637109,0.305216986101455,0.763812118385339,0.999162716165775,-4.63746310735571
"60","1553057_at","SERPINB12","89777","serpin family B member 12",-0.449098349473162,6.24472348435484,-1.02516103878034,0.319291651913876,0.999162716165775,-4.59497340133634
"61","1553059_at","PGLYRP3","114771","peptidoglycan recognition protein 3",-0.196124641009896,3.81234292747367,-0.667410492599445,0.513241547382116,0.999162716165775,-4.62132951924882
"62","1553062_at","MOGAT1","116255","monoacylglycerol O-acyltransferase 1",-0.201076373588805,8.6119105167363,-0.654630549905216,0.521242896126487,0.999162716165775,-4.6220894150055
"63","1553072_at","BNIPL","149428","BCL2 interacting protein like",-0.419617767205085,5.22012709159737,-1.1395572154057,0.269874750299073,0.999162716165775,-4.58466477112756
"64","1553077_at","SDR9C7","121214","short chain dehydrogenase/reductase family 9C member 7",-0.470030042618224,7.01703381689899,-1.15215744995355,0.264799573578972,0.999162716165775,-4.58347967367835
"65","1553081_at","WFDC12","128488","WAP four-disulfide core domain 12",-0.650822312153801,9.47355408014099,-1.25213674903314,0.227045949575654,0.999162716165775,-4.57374825933709
"66","1553102_a_at","CCDC69","26112","coiled-coil domain containing 69",0.308166171822343,6.12754235837151,1.06703607075126,0.300498572132188,0.999162716165775,-4.59129623730396
"67","1553112_s_at","CDK8","1024","cyclin dependent kinase 8",-0.0197658986129747,5.78217879522465,-0.0595343841057146,0.953203088027238,0.999162716165775,-4.64166646863633
"68","1553117_a_at","STK38","11329","serine/threonine kinase 38",0.124879967511832,7.43509737133664,0.429887583207509,0.672539917762894,0.999162716165775,-4.63320663294424
"69","1553122_s_at","RBAK","57786","RB associated KRAB zinc finger",0.238100541055767,3.06847416682731,0.738609258380867,0.469964365537782,0.999162716165775,-4.61685512794291
"70","1553132_a_at","TC2N","123036","tandem C2 domains, nuclear",0.0860927895029651,6.57713771642893,0.255791108974858,0.801103482594441,0.999162716165775,-4.63875933104721
"71","1553139_s_at","PLXNA3","55558","plexin A3",-0.0215907314523998,4.32127400718701,-0.079056886855026,0.937887050767582,0.999162716165775,-4.64153895461376
"72","1553145_at","TAPT1-AS1","202020","TAPT1 antisense RNA 1 (head to head)",0.0171666485102628,6.20721675969141,0.0597459927551588,0.953036962128045,0.999162716165775,-4.64166527889453
"73","1553150_at","KDM1B","221656","lysine demethylase 1B",0.0161586608378723,3.12461334785474,0.0490742727206855,0.961417523421419,0.999162716165775,-4.64172002100301
"74","1553165_at","SYNRG","11276","synergin gamma",-0.505296147028909,4.20101579378282,-1.72441716086508,0.102303337292554,0.999162716165775,-4.52124868628254
"75","1553167_a_at","SEPSECS","51091","Sep (O-phosphoserine) tRNA:Sec (selenocysteine) tRNA synthase",-0.0706158139328652,4.50377737174589,-0.210569315453754,0.83566298622861,0.999162716165775,-4.63974784436564
"76","1553179_at","ADAMTS19","171019","ADAM metallopeptidase with thrombospondin type 1 motif 19",-0.274855414701589,3.62877056735065,-0.942444116339503,0.358833144774501,0.999162716165775,-4.60189375206289
"77","1553211_at","ANKFN1","162282","ankyrin repeat and fibronectin type III domain containing 1",0.256406162710316,5.03521505997891,0.729275927376198,0.475510009488795,0.999162716165775,-4.61746466146854
"78","1553213_a_at","KRT78","196374","keratin 78",-0.771513603644521,6.72623049148613,-2.06554017259142,0.0540547380108583,0.999162716165775,-4.47874869997508
"79","1553216_at","ZNF41","7592","zinc finger protein 41",-0.0530405147394419,3.71635992504384,-0.152780291464447,0.880324538995383,0.999162716165775,-4.64073430914337
"80","1553219_a_at","AMMECR1","9949","AMMECR nuclear protein 1",-0.0830296064986378,4.23237290378184,-0.204376209899129,0.840424638002262,0.999162716165775,-4.63986845167628
"81","1553220_at","FAM117B","150864","family with sequence similarity 117 member B",0.180384451749628,3.7915859103234,0.634044160595178,0.53427734349312,0.999162716165775,-4.6232853646943
"82","1553243_at","ITIH5","80760","inter-alpha-trypsin inhibitor heavy chain 5",-0.169366395011916,7.42488933800272,-0.530354734276838,0.602551459560962,0.999162716165775,-4.62877143030451
"83","1553269_at","ZNF718","255403","zinc finger protein 718",0.031200110085154,3.65697605859235,0.0968971353442083,0.923912472194503,0.999162716165775,-4.64139106157708
"84","1553279_at","BTNL9","153579","butyrophilin like 9",-0.0129253984753168,5.71957986844063,-0.0440169874116026,0.965390720287632,0.999162716165775,-4.641742215356
"85","1553292_s_at","RSKR","124923","ribosomal protein S6 kinase related",0.322975124526126,4.59712633241501,1.18071956643425,0.253560773804722,0.999162716165775,-4.58075833858179
"86","1553319_at","OXGR1","27199","oxoglutarate receptor 1",0.410968195149076,3.26119088764084,1.37443482086626,0.186705052161452,0.999162716165775,-4.5611063291411
"87","1553333_at","MAB21L3","126868","mab-21 like 3",-0.284399542591628,5.3209121341105,-0.784094854686876,0.443500152036601,0.999162716165775,-4.61378719780015
"88","1553394_a_at","TFAP2B","7021","transcription factor AP-2 beta",0.0390461869643177,6.39062311196377,0.109184149205435,0.914302390907526,0.999162716165775,-4.64127180077498
"89","1553395_a_at","CD200R1","131450","CD200 receptor 1",0.18196783429416,6.35005181369272,0.547896041794073,0.59070480576337,0.999162716165775,-4.62790729406235
"90","1553413_at","LCAL1","80078","lung cancer associated lncRNA 1",0.139142856951366,4.49596714936329,0.493290968742131,0.627958507305958,0.999162716165775,-4.63051015933556
"91","1553417_at","C11orf44","283171","chromosome 11 open reading frame 44",-0.0237667462890445,3.17261567348463,-0.0770130286968873,0.939489459559469,0.999162716165775,-4.64155398602581
"92","1553436_at","MUC19","283463","mucin 19, oligomeric",0.222279375491176,3.18932236095487,0.796280554607038,0.436570385739137,0.999162716165775,-4.61293815876684
"93","1553437_at","KLHDC7A","127707","kelch domain containing 7A",0.0418959801505761,3.84572298222436,0.146090496644828,0.885524603271503,0.999162716165775,-4.64082835804323
"94","1553438_at","C11orf72","100505621","chromosome 11 open reading frame 72 (putative)",0.0932702138544004,5.56192337975648,0.318501694884229,0.753885480118805,0.999162716165775,-4.63707652266076
"95","1553454_at","RPTN","126638","repetin",0.489190067107074,5.51042975751798,0.91311783566646,0.373626568907096,0.999162716165775,-4.60423387703186
"96","1553478_at","KIRREL3-AS3","283165","KIRREL3 antisense RNA 3",-0.183720649421203,3.3475228050591,-0.630102793636718,0.536793138839469,0.999162716165775,-4.62351035647766
"97","1553506_at","CPO","130749","carboxypeptidase O",0.151942912884719,3.19446878973387,0.549659402650193,0.589520379476904,0.999162716165775,-4.62781896977894
"98","1553530_a_at","ITGB1","3688","integrin subunit beta 1",0.303710211325756,8.46675903979627,0.706709136678964,0.489078856163519,0.999162716165775,-4.61890994974284
"99","1553534_at","NLRP10","338322","NLR family pyrin domain containing 10",-0.0355179381601913,3.78076626313122,-0.122644275843097,0.903790457887009,0.999162716165775,-4.64112487624227
"100","1553535_a_at","RANGAP1","5905","Ran GTPase activating protein 1",-0.2565222244078,7.77753770457977,-1.00039144659217,0.33079451751546,0.999162716165775,-4.5970942646228
"101","1553539_at","KRT74","121391","keratin 74",-0.00131309878934616,6.11740805982748,-0.00289598721318493,0.997722195236383,0.999307139152565,-4.64183317103813
"102","1553549_at","VN1R2","317701","vomeronasal 1 receptor 2",0.331890128909967,3.33147467286955,1.20234142408156,0.24529585861416,0.999162716165775,-4.57866655564557
"103","1553575_at","ND6","4541","NADH dehydrogenase, subunit 6 (complex I)",0.22242616068018,7.27046371512756,0.77983587225466,0.445938193239389,0.999162716165775,-4.61408125806976
"104","1553589_a_at","PDZK1IP1","10158","PDZK1 interacting protein 1",-0.617214351643895,8.67739322172887,-2.08543347224925,0.0520104333129003,0.999162716165775,-4.47619921220432
"105","1553603_s_at","ATL2","64225","atlastin GTPase 2",0.0290808064587385,6.05001225361513,0.0754531170402709,0.940712628379104,0.999162716165775,-4.64156519372574
"106","1553604_at","ABCA13","154664","ATP binding cassette subfamily A member 13",-0.245863282469226,4.7697123235562,-0.659069100433296,0.518456081363817,0.999162716165775,-4.62182700864225
"107","1553614_a_at","LINC01198","101929344","long intergenic non-protein coding RNA 1198",0.208453850003924,3.28616582836309,0.649872821195997,0.524239404352868,0.999162716165775,-4.62236890205255
"108","1553656_at","TECTB","6975","tectorin beta",-0.134600367208882,5.20415192550216,-0.455689876688821,0.654233403499141,0.999162716165775,-4.63215195197621
"109","1553679_s_at","VKORC1L1","154807","vitamin K epoxide reductase complex subunit 1 like 1",0.0845621629631799,4.89376764468648,0.201989786152898,0.84226117965726,0.999162716165775,-4.63991397384751
"110","1553693_s_at","CBR4","84869","carbonyl reductase 4",0.00984653104520206,7.116398109073,0.0349840600984671,0.972489590563021,0.999162716165775,-4.64177585920338
"111","1553694_a_at","PIK3C2A","5286","phosphatidylinositol-4-phosphate 3-kinase catalytic subunit type 2 alpha",0.238710573831688,6.80688772392992,0.677036262707319,0.507261199992963,0.999162716165775,-4.62074839827327
"112","1553697_at","CCSAP","126731","centriole, cilia and spindle associated protein",0.096218132919379,2.90948171356005,0.3291962254143,0.745926212777757,0.999162716165775,-4.6367536150379
"113","1553725_s_at","ZNF644","84146","zinc finger protein 644",0.329858050276711,5.14470276558442,0.635137648348109,0.533580513479992,0.999162716165775,-4.62322271604023
"114","1553728_at","LRRC43","254050","leucine rich repeat containing 43",0.0770729273291053,6.88370925137017,0.218651563890881,0.829458712803313,0.999162716165775,-4.63958508580555
"115","1553750_a_at","FAM76B","143684","family with sequence similarity 76 member B",0.28959693055033,4.07081656315003,0.775421627565966,0.448473859592912,0.999162716165775,-4.61438456545373
"116","1553764_a_at","AJUBA","84962","ajuba LIM protein",0.207470095075628,7.58256672594869,0.687628888788306,0.500726418944394,0.999162716165775,-4.62010023909692
"117","1553768_a_at","DCBLD1","285761","discoidin, CUB and LCCL domain containing 1",0.212177212986158,5.06094535434275,0.783691077196973,0.443730937221458,0.999162716165775,-4.61381513630489
"118","1553772_at","GK5","256356","glycerol kinase 5",0.192848559466851,3.80619602482972,0.625279972385326,0.539880367443187,0.999162716165775,-4.62378391889983
"119","1553789_a_at","C21orf58","54058","chromosome 21 open reading frame 58",-0.000868164157630691,3.71521284467708,-0.00306691825852655,0.997587751861486,0.999307139152565,-4.64183312297657
"120","1553834_at","COL6A5","256076","collagen type VI alpha 5 chain",0.424446456689678,6.19871546857157,0.748794976309927,0.463956830215599,0.999162716165775,-4.61618211509582
"121","1553856_s_at","P2RY10","27334","P2Y receptor family member 10",0.534168791514676,4.54812020430804,1.61801998050351,0.123593291915697,0.999162716165775,-4.53386200171239
"122","1553860_at","DCST1","149095","DC-STAMP domain containing 1",-0.125057758438391,4.40909560924969,-0.370221304158624,0.715673656908663,0.999162716165775,-4.63541859311351
"123","1553918_at","LINC00479","150135","long intergenic non-protein coding RNA 479",0.0684847783110865,4.26310985914682,0.230773642815245,0.820175074039996,0.999162716165775,-4.63932960760925
"124","1553923_at","SLC22A24","283238","solute carrier family 22 member 24",-0.0536565727329736,3.24468612270333,-0.157758562107268,0.87645849141915,0.999162716165775,-4.64066160357154
"125","1553928_at","ELMOD2","255520","ELMO domain containing 2",-0.0767857481712095,6.07353847297747,-0.260434007480297,0.797577806077252,0.999162716165775,-4.63864713319564
"126","1553946_at","DCD","117159","dermcidin",0.302810259255647,12.7702861721917,0.871397138278323,0.395370182354174,0.999162716165775,-4.60745724976249
"127","1553970_s_at","CEL","1056","carboxyl ester lipase",0.543131542843911,4.45283632005673,1.86097380871396,0.0796855883710236,0.999162716165775,-4.50455871515956
"128","1553986_at","RASEF","158158","RAS and EF-hand domain containing",-0.119546613483445,6.42563524089329,-0.338261477407027,0.7392024967135,0.999162716165775,-4.63647175020705
"129","1553989_a_at","ATP6V1C2","245973","ATPase H+ transporting V1 subunit C2",-0.327536312957206,8.13075018274341,-1.1809991786754,0.25345256172482,0.999162716165775,-4.58073146070004
"130","1553995_a_at","NT5E","4907","5'-nucleotidase ecto",0.214302189123941,4.76736931588698,0.611661095464155,0.548650132493738,0.999162716165775,-4.62454600271417
"131","1554004_a_at","ARHGEF28","64283","Rho guanine nucleotide exchange factor 28",-0.144425544977839,7.06720938451935,-0.544632801596286,0.592899818254733,0.999162716165775,-4.62807004485425
"132","1554015_a_at","CHD2","1106","chromodomain helicase DNA binding protein 2",-0.0438375179996546,5.24159615784509,-0.127516694368674,0.899989664740336,0.999162716165775,-4.6410674990214
"133","1554026_a_at","MYO10","4651","myosin X",-0.520121605207304,4.03300419803522,-1.75016640891129,0.0976542742611494,0.999162716165775,-4.51814165969577
"134","1554029_a_at","TTC37","9652","tetratricopeptide repeat domain 37",0.248658591323557,5.06305693712248,0.456326551110766,0.653784474397335,0.999162716165775,-4.63212518464738
"135","1554036_at","ZBTB24","9841","zinc finger and BTB domain containing 24",-0.186354182659833,4.23334985549806,-0.5050900047354,0.619816016150811,0.999162716165775,-4.62996954366327
"136","1554044_a_at","MRAP","56246","melanocortin 2 receptor accessory protein",0.388748170069116,6.619536876513,1.42541674340948,0.171682134135085,0.999162716165775,-4.55561707774901
"137","1554052_at","CNOT1","23019","CCR4-NOT transcription complex subunit 1",-0.0407346101504578,5.90044322182405,-0.128296580906591,0.899381533236524,0.999162716165775,-4.64105810836026
"138","1554062_at","XG","7499","Xg glycoprotein (Xg blood group)",-0.0584421059686981,9.05644688617744,-0.177424245797192,0.861218699633441,0.999162716165775,-4.64035173980459
"139","1554074_s_at","SLFNL1","200172","schlafen like 1",-0.0432476394046759,5.16783167134011,-0.143930834882802,0.887204494457871,0.999162716165775,-4.64085782501473
"140","1554102_a_at","TMTC4","84899","transmembrane O-mannosyltransferase targeting cadherins 4",0.093639384408549,4.77527605268163,0.343293602835945,0.735479459460567,0.999162716165775,-4.63631206466026
"141","1554112_a_at","ULK2","9706","unc-51 like autophagy activating kinase 2",-0.0429580542515202,4.96776630887367,-0.135201529361275,0.894000114421637,0.999162716165775,-4.64097247723615
"142","1554122_a_at","HSD17B12","51144","hydroxysteroid 17-beta dehydrogenase 12",-0.662382868200957,4.17180926294517,-1.97703684100743,0.0640598928639057,0.999162716165775,-4.49001426119453
"143","1554148_a_at","SLC33A1","9197","solute carrier family 33 member 1",0.270911659277101,6.0342499010062,0.76486919680217,0.45457145585918,0.999162716165775,-4.61510353732259
"144","1554152_a_at","OGDH","4967","oxoglutarate dehydrogenase",0.00467275081726637,5.77468068372042,0.0112558456801593,0.991147031212938,0.999162716165775,-4.64182759240409
"145","1554155_at","MCPH1","79648","microcephalin 1",0.205811378757121,4.70069966878079,0.697732897893721,0.494538558329565,0.999162716165775,-4.61947355408843
"146","1554159_a_at","ZMYND11","10771","zinc finger MYND-type containing 11",0.297168456240545,5.84759275924979,0.729163088374862,0.475577293920278,0.999162716165775,-4.61747198864437
"147","1554161_at","SLC25A27","9481","solute carrier family 25 member 27",-0.105865815976574,4.29131398106001,-0.406513531395577,0.689308341132579,0.999162716165775,-4.63411107965056
"148","1554167_a_at","GOLGA7","51125","golgin A7",0.132821320832205,8.92924112258265,0.396910115556512,0.69624683339203,0.999162716165775,-4.63446855583326
"149","1554179_s_at","LYNX1","66004","Ly6/neurotoxin 1",-0.287446775208911,8.62660351748605,-0.832972779201731,0.416117592331798,0.999162716165775,-4.61031354716699
"150","1554195_a_at","C5orf46","389336","chromosome 5 open reading frame 46",-0.652948410079738,8.79912677818956,-1.79569186667551,0.0898829695965867,0.999162716165775,-4.51260110018279
"151","1554240_a_at","ITGAL","3683","integrin subunit alpha L",0.207244129901412,5.52714699471767,0.568527639601128,0.576921980790238,0.999162716165775,-4.62685731394873
"152","1554246_at","C1orf210","149466","chromosome 1 open reading frame 210",-0.368592275122706,6.27607760463386,-1.22622107023114,0.236408541041474,0.999162716165775,-4.57632527825461
"153","1554248_at","ZNF638","27332","zinc finger protein 638",-0.0820721968963767,6.4215787869084,-0.273174380816046,0.78792642200513,0.999162716165775,-4.63832904820021
"154","1554253_a_at","CERS3","204219","ceramide synthase 3",-0.372487300361691,9.44051865315682,-1.2662005452946,0.22208681438511,0.999162716165775,-4.57233434255905
"155","1554256_a_at","PCNX2","80003","pecanex 2",0.0957234123680033,4.43984513633119,0.342945255004427,0.735736969508058,0.999162716165775,-4.6363231928933
"156","1554262_s_at","KLHL29","114818","kelch like family member 29",0.0218373858575536,4.27812400052282,0.0782810182451301,0.938495309025462,0.999162716165775,-4.64154470698221
"157","1554287_at","TRIM4","89122","tripartite motif containing 4",-0.000182348432144153,4.6530452569201,-0.000541762558713006,0.999573882408279,0.999855395045718,-4.64183355266719
"158","1554311_a_at","SUPT6H","6830","SPT6 homolog, histone chaperone and transcription elongation factor",-0.166848266690941,3.24860407128777,-0.462841495459176,0.649198541404355,0.999162716165775,-4.63184923098326
"159","1554322_a_at","HDAC4","9759","histone deacetylase 4",-0.219022543497638,4.20123396962952,-0.788613942906474,0.440922291486272,0.999162716165775,-4.61347365604163
"160","1554333_at","DNAJA4","55466","DnaJ heat shock protein family (Hsp40) member A4",0.188673624006428,4.93868687429024,0.307879780546853,0.761818965519146,0.999162716165775,-4.6373869121028
"161","1554339_a_at","COG3","83548","component of oligomeric golgi complex 3",-0.0167615586185779,3.78484258339231,-0.0399193725170062,0.968610654136158,0.999162716165775,-4.64175843034913
"162","1554341_a_at","HELQ","113510","helicase, POLQ like",0.241927135060275,4.34515326979411,0.758156360400298,0.45847671279661,0.999162716165775,-4.61555641395471
"163","1554351_a_at","TIPRL","261726","TOR signaling pathway regulator",0.0156588236304662,6.69504341422992,0.0497740589857832,0.960867824221805,0.999162716165775,-4.64171676009879
"164","1554397_s_at","UEVLD","55293","UEV and lactate/malate dehyrogenase domains",0.050853357182711,7.12672987743258,0.135417598661991,0.893831803529841,0.999162716165775,-4.64096972553897
"165","1554400_at","TCTE3","6991","t-complex-associated-testis-expressed 3",0.0385142851583797,5.30527875773265,0.128070646494531,0.899557703337125,0.999162716165775,-4.64106083472021
